Filename,Title,Description,Keywords,Category,Release(s)
228486_ef85a992-d8cd-4b27-be21-fb1519892ba4.jpg,"Group of Athletic Women Engaged in Indoor Cycling, Gym Fitness Training in a Studio with Red and Blue Lighting","Group of Athletic Women Engaged in Indoor Cycling, Gym Fitness Training in a Studio with Red and Blue Lighting","indoor cycling, spin class, spinning, group fitness, fitness class, exercise class, workout class, cardio workout, sweaty, determined, focused, gym, fitness center, health club, wellness, exercise, fitness, working out, training, healthy lifestyle, athlete, sport, indoors, red lights, blue lights, intense, perspiration, sweat, physical activity, health, well-being, women, people, group, together, class, sporty, active, energy, motivation, effort, strength, endurance, studio, indoor, toned, fit, body, practice, uniform",18,2025-03-24
228489_b7805fba-47f2-4762-8fc5-2d522c8eda45.jpg,Man Doing Barbell Squats in Modern Gym Setting for Strength Training and Muscle Building,Man Doing Barbell Squats in Modern Gym Setting for Strength Training and Muscle Building,"squats, squat exercise, barbell, weightlifting, weight training, exercise, fitness, gym, gym workout, workout, bodybuilding, athlete, athletic, strong, strength, muscular, muscles, male, man, fitness man, fitness male, active, activity, lifestyle, healthy, health, well being, wellness, training, train, indoors, indoor workout, rear view, back view, apartment, home, city view, urban, window, daylight, modern, contemporary, equipment, exercise equipment, weight, personal trainer, body, torso, determination, effort, dedication",18,2025-03-24
228490_0d114cdf-44e2-4fb7-96a4-28bfc92df1cf.jpg,"Young woman doing push-ups on a mat at home for fitness, strength, training, and overall health, wellness.","Young woman doing push-ups on a mat at home for fitness, strength, training, and overall health, wellness.","woman, exercising, push-up, pushup, fitness, sport, strength, training, workout, exercise, indoors, mat, health, wellness, lifestyle, active, healthy, body, sporty, young, adult, female, fit, motivation, determination, well-being, physical, indoors, home, domestic, interior, plant, window, background, daylight, flooring, wood, balance, sunlight, toned, strong, determined, mindful, effort, concentrating, watches, sportswear, bra, leggings, focused",18,2025-03-24
228491_eca28646-b1e6-43a1-93e2-c8af21b8ac24.jpg,Muscular man with a strong physique standing confidently in a city street at night,Muscular man with a strong physique standing confidently in a city street at night,"muscular man, fit model, male fitness, male physique, man, male, torso, bodybuilding, bodybuilder, biceps, abs, muscle, muscles, athletic, athlete, gym, workout, exercise, strength, strong, motivation, determined, confident, city, urban, night, street, illuminated, lights, signs, buildings, downtown, dark, evening, red light, glow, moody, serious, posing, shoulder, chest, abdomen, physique, fitness, well-being, lifestyle, people, health, wellness, body",13,2025-03-24
228492_91e247f2-467d-4354-8ba7-f9320dd5aaf2.jpg,"Strong Man Climbing Cliffside with Mountain View, Displays Strength, Determination and Achieves Fitness Goals","Strong Man Climbing Cliffside with Mountain View, Displays Strength, Determination and Achieves Fitness Goals","rock climbing, climbing, climber, mountain climbing, free climbing, outdoor climbing, rock climber, male climber, mountain, rock, cliff, adventure, outdoors, sport, extreme sport, active lifestyle, exercise, fitness, strength, determination, challenge, achievement, success, nature, landscape, mountain range, scenic view, travel, tourism, vacation, recreation, leisure, exploration, environment, conservation, geology, rock formation, wilderness, backcountry, remote, isolated, tranquil, peaceful, serene, view, scenery, vista, backdrop, background",18,2025-03-24
228494_ac2e08de-1e43-4378-b399-b7bfd9d25670.jpg,Strong Woman Gymnast Balances on the Beam with Grace and Focus in a Gymnastics Training Facility,Strong Woman Gymnast Balances on the Beam with Grace and Focus in a Gymnastics Training Facility,"gymnastics, gymnast, balance beam, beam, artistic gymnastics, woman, female, athlete, athletic, sport, sports, gym, gymnasium, training, practice, exercise, fitness, strength, skill, concentration, discipline, determination, competitive, competition, uniform, leotard, blue, indoors, youth, young, teen, teenager, person, people, girl, asian, front view, full length, looking at camera, standing, holding, balancing, workout, healthy, lifestyle, activity, recreation, well being, sporting",18,2025-03-24
228497_d9402dd0-10c4-48ef-8c65-5166a852a2e5.jpg,Muscular Bodybuilder's Back View in Competition Under Stage Lights,Muscular Bodybuilder's Back View in Competition Under Stage Lights,"bodybuilding, bodybuilder, muscle, muscles, muscular, physique, athletic, athlete, strong, strength, fitness, gym, training, exercise, workout, power, powerful, back, rear, torso, shoulder, deltoid, biceps, triceps, pecs, pectoral, lats, latissimus dorsi, crowd, audience, spectators, lights, spotlights, stage, performance, competition, posing, champion, success, determination, dedication, motivation, health, wellness, lifestyle, masculine, male, man, rear view",18,2025-03-24
228499_286402f4-a5fb-4eeb-be5a-c5f5a81a8a87.jpg,"Intense gaze of muscular man in swimming pool with rippling water, showcasing athletic fitness","Intense gaze of muscular man in swimming pool with rippling water, showcasing athletic fitness","male, man, swimmer, swimming, swim, pool, water, athletic, athlete, sport, sports, fitness, physique, body, torso, muscular, muscle, wellness, wet, ripples, surface, blue, clear, caucasian, european, healthy, lifestyle, exercise, recreation, leisure, strength, strong, confident, determination, intensity, serious, portrait, closeup, outdoors, daytime, bright, light, modern, contemporary, youth, young, adult, cool, refreshing, vacation",13,2025-03-24
228501_cbda7756-8cf9-43d1-9e34-2529fde4b762.jpg,Elegant Ballerina Practicing at the Barre in a Bright Studio with Sunlight Streaming Through the Windows,Elegant Ballerina Practicing at the Barre in a Bright Studio with Sunlight Streaming Through the Windows,"ballerina, ballet dancer, ballet, dance, dancing, dancer, barre, ballet barre, studio, ballet studio, dance studio, fitness, exercise, workout, health, healthy, wellness, lifestyle, active, training, graceful, grace, elegance, elegant, beautiful, woman, female, girl, young woman, young girl, leotard, skirt, lavender, lilac, purple, lace, back, arms, window, light, daylight, indoors, inside, room, wooden floor, wood floor, warm light, sunlight, pose, motion",12,2025-03-24
228502_f6d46550-ad97-4f31-b572-62a6d40be74b.jpg,"Fit and Powerful Muscular Man with Artful Color Splashes, Bodybuilder posing for Fitness and Health","Fit and Powerful Muscular Man with Artful Color Splashes, Bodybuilder posing for Fitness and Health","bodybuilder, muscular, muscle, fitness, gym, workout, exercise, strength, strong, powerful, athletic, athlete, body, torso, man, male, guy, physique, abs, abdominal, biceps, chest, shoulder, arm, anatomy, health, healthy, lifestyle, wellbeing, motivation, determination, training, posing, pose, portrait, splash, color splash, paint, artistic, art, blue, red, gold, white background, studio, studio shot, contemporary, modern, illustration",13,2025-03-24
228503_a7977a22-d395-45d1-b9ac-489e43eb0e4e.jpg,"Refreshing Raspberry Cocktail with Ice, Berries and Mint on a Bar Counter with Blurry Background ","Refreshing Raspberry Cocktail with Ice, Berries and Mint on a Bar Counter with Blurry Background ","raspberry cocktail, raspberry drink, berry cocktail, berry drink, fruit cocktail, fruit drink, cocktail, mixed drink, beverage, refreshment, bar, nightlife, alcohol, liquor, ice, raspberries, mint, garnishes, delicious, tasty, alcoholic, glass, drinkware, counter, pub, restaurant, luxury, elegant, fresh, sweet, sour, drink, mixology, bartender, celebration, party, social, gathering, relaxation, happy hour, treat, gourmet, fine dining, indulgence, red, pink, blurred background, interior, lighting, reflection",4,2025-03-24
228504_444ec9db-4422-42be-885c-2d560c3078ac.jpg,"Detailed Close-up of Muscular Back with Sweat Droplets, Revealing Strength and Physique","Detailed Close-up of Muscular Back with Sweat Droplets, Revealing Strength and Physique","muscular back, back muscles, male physique, muscular physique, athletic build, bodybuilding, fitness, exercise, strength training, weightlifting, sweaty skin, sweat droplets, water droplets, skin texture, dramatic lighting, well-defined muscles, muscle definition, shoulder muscles, deltoids, trapezius, latissimus dorsi, rhomboids, teres major, teres minor, erector spinae, anatomy, human body, male torso, upper body, close-up, macro, detail, gym, workout, health, wellness, motivation, determination, effort, hard work, discipline, healthy lifestyle, physical fitness, human, male, back, rear view, torso, strong, powerful",13,2025-03-24
228505_c1a8ded2-b63c-4f85-be73-3cd28baaf62b.jpg,Elegant Red Rose Lies on a Wooden Bar with Bokeh Background Creates a Romantic Atmosphere.,Elegant Red Rose Lies on a Wooden Bar with Bokeh Background Creates a Romantic Atmosphere.,"red rose, red roses, rose, roses, flower, flowers, floral, bloom, blooming, blossom, blossoming, petal, petals, stem, stems, leaf, leaves, beauty, beautiful, elegant, romance, romantic, love, valentine, valentines, gift, giving, celebration, festive, event, special, occasion, anniversary, birthday, greeting, wooden surface, wood, texture, background, blurred background, bokeh, soft focus, interior, indoor, restaurant, bar, table, counter, atmosphere",14,2025-03-24
228506_660e34f1-e193-4594-b0d6-fba49e0c4e93.jpg,Futuristic Cyborg in Cyberpunk Cityscape with Neon Lights and High Tech Architecture,Futuristic Cyborg in Cyberpunk Cityscape with Neon Lights and High Tech Architecture,"cyborg, robot, android, futuristic, future, technology, artificial intelligence, ai, automation, science fiction, sci-fi, cityscape, urban, city, metropolis, downtown, cyberpunk, neon lights, building, architecture, night, illumination, machinery, machine, automation, steel, metal, muscular, anatomy, humanoid, male, torso, artificial, advanced, innovation, digital, electronic, high tech, powerful, strength, body, standing, vertical, perspective, low angle view, atmosphere, rendering, illustration, design, creative",19,2025-03-24
228509_19639f3f-61fe-4a66-bcca-c5bf58a728b7.jpg,"Powerful Muscular Bodybuilder Flexing Biceps in Gym Setting, Demonstrating Strength and Fitness","Powerful Muscular Bodybuilder Flexing Biceps in Gym Setting, Demonstrating Strength and Fitness","bodybuilder, bodybuilding, muscular, muscles, muscle, biceps, fitness, strength, strong, gym, workout, exercise, training, athlete, athletic, male, man, posing, pose, flexing, flex, weightlifting, weightlifter, powerlifting, body, torso, abs, pectoral, physique, performance, health, healthy, lifestyle, determined, motivation, masculine, serious, intense, portrait, studio, indoor, weights, equipment, background, lifting, hardcore, sport, wellness, well-being",18,2025-03-24
228511_2ad99677-b53f-4fa4-8bc4-2126bef68f2d.jpg,Golden Hour at Vineyard with Rustic Fence Framing Scenic View of Rows of Grapes at Sunset,Golden Hour at Vineyard with Rustic Fence Framing Scenic View of Rows of Grapes at Sunset,"vineyard, vineyards, wine region, wine country, viticulture, grape vines, grapevine, grapes, winemaking, wine production, scenic, picturesque, beautiful, serene, tranquil, peaceful, rural, countryside, landscape, farm, farming, agriculture, sunset, sunrise, golden hour, dusk, dawn, sun, sky, clouds, horizon, vista, view, panorama, hills, mountains, nature, outdoors, wooden fence, fence, rustic, pathway, rows, symmetry, perspective, idyllic, pastoral, tranquility, serenity, warm light",11,2025-03-24
228512_ab793d3f-ee06-4fd2-92b2-f3a8a881fdba.jpg,"Focused Athlete Lifting Weights in Gym with an Audience, Intense Workout, Bodybuilding, and Fitness Training","Focused Athlete Lifting Weights in Gym with an Audience, Intense Workout, Bodybuilding, and Fitness Training","bodybuilder, weightlifter, athlete, sportsman, strongman, man, male, weightlifting, powerlifting, bodybuilding, exercise, workout, training, fitness, gym, strength, muscle, muscular, biceps, triceps, pectorals, deltoids, anatomy, physical, determined, concentration, intense, effort, challenge, success, achievement, power, energy, lifestyle, sport, black, tank top, dark, arena, audience, spotlight, chalk, dust, motion, action, activity, health, wellbeing, physical fitness, healthy lifestyle",18,2025-03-24
228514_b2326d86-d3d1-45a5-b509-593d19e04157.jpg,"Close-up of a Man's Hands Gripping a Barbell with Weights in an Outdoor Gym Setting, Emphasizing Fitness and Strength","Close-up of a Man's Hands Gripping a Barbell with Weights in an Outdoor Gym Setting, Emphasizing Fitness and Strength","weightlifting, weight training, bodybuilding, strength training, fitness, exercise, workout, gym, athlete, sports, lifting, powerlifting, crossfit, muscle, biceps, triceps, body, torso, man, male, strong, powerful, healthy, lifestyle, activity, sport, barbell, weights, equipment, grip, hands, watch, shorts, outdoors, focus, determination, motivation, effort, training, physical, intensity, dedication, achievement, progress, well-being, active, closeup, toned, muscular",18,2025-03-24
228516_8a4dbf96-b3d1-4d78-8b95-4f700b7d3cad.jpg,Silhouette of a weightlifter at sunset lifting a barbell in an outdoor gym with vibrant sky,Silhouette of a weightlifter at sunset lifting a barbell in an outdoor gym with vibrant sky,"man, male, person, athlete, bodybuilder, weightlifter, exercising, exercise, workout, training, strength, fitness, gym, silhouette, sunset, sunrise, outdoor, sky, background, barbell, weight, equipment, lifting, powerful, sport, body, health, healthy, lifestyle, motivation, determination, effort, goal, muscle, strong, active, action, scene, nature, evening, dawn, dusk, outdoors, landscape, scenery, view, horizon, scenic, red, orange",18,2025-03-24
228518_a085867f-5d80-4377-9da2-ca4db264161c.jpg,Smiling Muscular Man Lifts Heavy Barbell in Gym during Strength Training for Bodybuilding and Fitness,Smiling Muscular Man Lifts Heavy Barbell in Gym during Strength Training for Bodybuilding and Fitness,"man, fitness, gym, weightlifting, exercise, workout, bodybuilding, strength training, muscle, strong, athlete, lifting, barbell, weight, training, powerlifting, sports, healthy, lifestyle, motivation, gymnasium, physical, fit, wellness, effort, determination, indoors, health, performance, equipment, crossfit, active, strength, body, muscles, exercising, sport, well being, bodybuilder, male, arms, weights, person, young, adult, working out, arms up, health club, physical activity, physical fitness",18,2025-03-24
228520_8179a23c-2be7-407b-9724-8ac47c0ebb6d.jpg,Young Woman Practicing Yoga Plank Pose in Sunlight-Filled Room for Fitness and Well-being,Young Woman Practicing Yoga Plank Pose in Sunlight-Filled Room for Fitness and Well-being,"woman, adult, female, young woman, yoga, yoga pose, pose, fitness, wellness, well being, sport, training, exercise, workout, indoors, interior, home, window, mat, yoga mat, sunlight, sunrise, morning, healthy lifestyle, lifestyle, body, athletic, slim, active, activity, sportswear, room, apartment, practice, balance, concentration, strength, motivation, determination, floor, wood floor, plant, flowerpot, domestic plant, peaceful, calm, serene, relaxation, zen, mindfulness",18,2025-03-24
228521_4efd338f-e7e3-4430-8a61-5cbb04de7a63.jpg,Human Body Anatomy with Nervous System Visualization and Vitality,Human Body Anatomy with Nervous System Visualization and Vitality,"human anatomy, anatomy, human body, body, nervous system, nerves, nerve, neural network, neural, physiology, organs, organ, internal, internal organs, medicine, health, healthcare, medical, science, scientific, biological, biology, human, man, male, torso, chest, muscles, muscle, spinal cord, spine, brain, neurology, neurological, vitality, energy, connection, network, system, futuristic, glowing, glow, illustration, digital art, artificial intelligence, ai, technology, research, abstract",16,2025-03-24
228522_75d04463-3ce8-469c-8120-f32942de40e6.jpg,Muscular Man Rock Climbing on Mountain Cliff With Scenic Mountain Range Vista,Muscular Man Rock Climbing on Mountain Cliff With Scenic Mountain Range Vista,"rock climbing, climbing, climber, mountain climbing, free climbing, sport climbing, outdoor climbing, adventure, mountain, mountains, mountain range, rock, cliff, outdoor, outdoors, extreme sport, challenge, strength, determination, athlete, muscular, fit, fitness, health, healthy, lifestyle, active, nature, landscape, scenery, view, male, man, young man, strong, ropes, equipment, safety, gear, sport, sports, exercise, workout, activity, peak, altitude, destination, travel, tourism, recreation",18,2025-03-24
228524_1aa19019-97e3-4b60-9e0f-47db1d67d27f.jpg,"Dedicated Muscular Man Weightlifting Barbell in Gym, Demonstrating Strength, Determination and Resilience","Dedicated Muscular Man Weightlifting Barbell in Gym, Demonstrating Strength, Determination and Resilience","man, weightlifting, weightlifter, bodybuilding, bodybuilder, strength, strong, fit, fitness, exercise, workout, gym, muscle, muscular, abs, torso, male, athletic, athlete, training, lift, lifting, weights, weight, barbell, sports, sport, determination, willpower, effort, power, powerful, effort, intense, intensity, resilience, confident, confidence, success, succeed, motivate, motivation, lifestyle, active, activity, healthy, well-being, physical, health, wellness",18,2025-03-24
228525_a183b90e-e82c-4c00-89c7-8412cc63f1a2.jpg,"Graceful Ballerinas Practicing in Ballet Studio with Barre and Mirror, Enhancing Their Poise and Elegance","Graceful Ballerinas Practicing in Ballet Studio with Barre and Mirror, Enhancing Their Poise and Elegance","ballet, ballerina, dancer, dancing, dance, ballet class, dance class, ballet studio, dance studio, fitness, exercise, wellness, leotard, tutu, ballet shoes, pointe shoes, barre, mirror, reflection, grace, elegance, graceful, elegant, poise, young woman, woman, girl, teenager, indoors, studio, daylight, warm light, concentration, practice, training, skill, art, artistic, performance, classical, culture, lifestyle, health, healthy, body, posture, slim, beautiful, youth",13,2025-03-24
228527_f2a92f7e-efb7-41a3-b8e4-17817703e1a3.jpg,"Hands of a ballet dancer resting on a wooden barre in a studio, preparing for practice","Hands of a ballet dancer resting on a wooden barre in a studio, preparing for practice","ballet, barre, ballet barre, practice, exercise, training, dance, dancer, dancing, studio, dance studio, fitness, workout, hands, hand, arms, arm, resting, grip, holding, grip, fingers, finger, ring, jewelry, art, artistic, performance, performing, warm-up, preparation, grace, graceful, strength, discipline, determination, wooden, wood, rail, indoor, inside, sport, activity, lifestyle, close-up, detail, body, person, woman, female",18,2025-03-24
228528_dc0ff9b1-6299-468a-b257-d55cd96005f3.jpg,Outdoor Yoga and Meditation Space with Wooden Benches and Lush Greenery in Tranquil Garden Setting,Outdoor Yoga and Meditation Space with Wooden Benches and Lush Greenery in Tranquil Garden Setting,"yoga, yoga mats, yoga studio, outdoor yoga, meditation, meditation space, meditation garden, mindfulness, wellness, well-being, zen, tranquility, serenity, relaxation, peace, peaceful, calm, calming, garden, outdoor space, deck, wooden deck, plants, greenery, foliage, sunlight, sunshine, natural light, harmony, balance, spiritual, spirituality, retreat, health, healthy, lifestyle, rustic, wooden, simplicity, minimalism, earth tones, neutral colors, nature, environment, daylight, outdoors, background, backdrop, scenery",12,2025-03-24
228530_033bed91-201a-4ba0-898d-bafad0a1ea5d.jpg,Motivated People Enjoying Indoor Cycling Class for Fitness and Health with Neon Lights,Motivated People Enjoying Indoor Cycling Class for Fitness and Health with Neon Lights,"indoor cycling, spinning class, group fitness, exercise class, fitness center, gym, workout, cardio, athletes, athletic, fit, strong, healthy, wellness, well being, lifestyle, exercise, physical activity, determination, motivation, training, sweat, energy, power, performance, intensity, effort, endurance, health, active, people, men, women, group, indoor, studio, bike, bicycles, cycling, stationary bike, dark, neon lights, red lights, blue lights, modern, toned bodies, dedication, sport, sports, hard work",18,2025-03-24
228531_07de1a57-2869-42b3-8869-4cd66ec5fd07.jpg,"Fit Male Bodybuilder Displaying Muscular Physique at Gym. Athlete showcasing perfect abs, chest, biceps and shoulder","Fit Male Bodybuilder Displaying Muscular Physique at Gym. Athlete showcasing perfect abs, chest, biceps and shoulder","bodybuilder, muscular, fitness, gym, athlete, sports, health, wellness, workout, exercise, strength, power, training, determination, dedication, motivation, abs, biceps, chest, torso, shoulder, pecs, body, physique, male, man, strong, healthy, lifestyle, active, well-being, sport, gymnasium, athletic, muscles, bodybuilding, shape, human, anatomy, lifestyle, health, wellness, portrait, indoors, interior, exercise, working out, posing, people",13,2025-03-24
228538_d4d98db6-1a7b-47e7-bfe0-b642ff512ceb.jpg,Vibrant Abstract Wave Background with Red and Orange Gradient Flow - Decorative Design Element,Vibrant Abstract Wave Background with Red and Orange Gradient Flow - Decorative Design Element,"abstract, abstract design, abstract background, wave, wavy, curve, curved, flow, flowing, dynamic, smooth, light, lighting, bright, gradient, red, orange, yellow, warm colors, color, colorful, vibrant, decorative, elegant, modern, futuristic, art, graphic, illustration, design, backdrop, wallpaper, background, texture, pattern, element, style, shape, form, render, digital art, computer graphic, presentation, template, banner, poster, cover, web design, branding",8,2025-03-24
228540_60955ceb-75ad-4167-a16e-626d09fbcae3.jpg,Intense Bodybuilder Lifting Heavy Barbell in Gym with Dramatic Lighting,Intense Bodybuilder Lifting Heavy Barbell in Gym with Dramatic Lighting,"bodybuilding, bodybuilder, weightlifting, weightlifter, powerlifting, powerlifter, man, men, male, athlete, athletic, fitness, fit, muscle, muscular, strong, strength, exercise, workout, gym, gymnasium, training, trainer, weights, weight, barbell, lifting, lift, deadlift, determination, effort, intensity, intense, focus, performing, performance, healthy, lifestyle, active, sport, sports, smoke, studio shot, indoors, dark, moody, dramatic, posing, pose, torso",18,2025-03-24
228541_3de511f4-57cd-4838-82c3-8e8c25a14368.jpg,Strong woman lifting barbell in gym for strength and muscular endurance training; intense fitness workout,Strong woman lifting barbell in gym for strength and muscular endurance training; intense fitness workout,"weightlifting, weight training, strength training, resistance training, fitness, exercise, workout, gym, athlete, sport, sports, female athlete, woman, female, strong, powerful, muscular, muscle, bodybuilding, powerlifting, squat, barbell, weights, equipment, training, dedication, effort, intensity, determination, discipline, health, wellness, well-being, physical fitness, tone, toned, arms, shoulders, legs, core, indoors, gym interior, exercise equipment, lighting, studio, serious, concentration, active lifestyle, healthy lifestyle",18,2025-03-24
228546_b0f935f5-b6a3-49b4-aab5-a726eaf7e8e3.jpg,Powerful Muscular Man Posing in Studio with Dramatic Lighting Highlighting Physique and Anatomy,Powerful Muscular Man Posing in Studio with Dramatic Lighting Highlighting Physique and Anatomy,"bodybuilder, bodybuilding, muscular, muscle, muscles, anatomy, physique, strong, strength, fitness, exercise, workout, gym, training, athlete, athletic, male, man, torso, biceps, pecs, abs, powerful, motivation, body, health, healthy, lifestyle, sport, weightlifting, weight lifter, posing, pose, studio shot, portrait, determination, confidence, serious, intense, background, dark, shadow, light, illumination, well-being, human, masculine, waist up, looking at camera",13,2025-03-24
228547_fbcf88aa-f9b1-4728-b60e-dd3f651492b2.jpg,"Powerful Muscular Man Reaching for the Stars in Night Sky of Clouds and Galaxy, Expressing Aspiration","Powerful Muscular Man Reaching for the Stars in Night Sky of Clouds and Galaxy, Expressing Aspiration","man, muscular, muscle, bodybuilding, athlete, fitness, strong, powerful, strength, well-being, sky, night sky, star, stars, galaxy, universe, space, cosmic, celestial, outer space, cloud, clouds, heaven, heavenly, up, freedom, aspirations, dream, hope, inspiration, spiritual, spirituality, zen, mindfulness, wellness, health, healthy, wellbeing, fantasy, surreal, art, artistic, artwork, art piece, digital art, ai, ai art, illustration, illustrative",13,2025-03-24
228548_4903d4b1-2b27-4fe4-be68-55e14d322a26.jpg,"Toned Woman Engaged in Push-Ups on a Mat in a Sunlit Gym Interior, Embracing Active Lifestyle and Determination","Toned Woman Engaged in Push-Ups on a Mat in a Sunlit Gym Interior, Embracing Active Lifestyle and Determination","woman, fitness, workout, exercise, push-up, gym, training, body, fit, active, sport, strength, lifestyle, health, healthy, well-being, wellness, indoors, yoga mat, floor, sunlight, window, equipment, weights, sports equipment, balance ball, room, pose, activity, determination, effort, dedication, motivation, sportswear, leggings, athletic top, bra, hair bun, barefoot, domestic fitness, core strength, toning, physical, domestic setting, indoors activity, sunrise, sweat, determination, challenge, success",18,2025-03-24
228551_f68a534b-33d4-4791-954d-04de17a3eb05.jpg,Athletic Woman with Muscular Physique Poses in Sportswear Against Graffiti Wall at Sunset,Athletic Woman with Muscular Physique Poses in Sportswear Against Graffiti Wall at Sunset,"athletic woman, fit female, fitness model, strong physique, muscular build, toned body, defined muscles, bodybuilder, female bodybuilder, athleticism, gymnast, exercise, workout, training, health, wellness, strength, power, graffiti wall, urban art, street art, colorful mural, wall art, artwork, outdoor setting, back view, rear view, over the shoulder, profile, looking away, golden hour, sunset light, warm light, evening glow, sportswear, fitness attire, exercise clothes, athletic wear, two-piece, hair up, messy bun, hairstyle, shoulder muscles, back muscles, arm muscles, leg muscles, body positive, confident, determined",13,2025-03-24
228552_90db10ed-f2e5-499e-93fa-80801edb1245.jpg,"A climber's chalked hand grips a rough rock face, set against a scenic mountain view.","A climber's chalked hand grips a rough rock face, set against a scenic mountain view.","rock climbing, climbing, free climbing, mountain climbing, climb, climber, rock climber, outdoor climbing, sports climbing, adventure climbing, bouldering, rock, mountain, cliff, rocky, outdoor, outdoors, adventure, extreme sport, sport, challenge, determination, strength, grip, hand, hands, fingers, fingertips, chalk, chalked, exercise, workout, training, healthy, fitness, lifestyle, active, activity, nature, landscape, scenery, view, background, sky, blue sky, summer, day, sunny, outcrop",18,2025-03-24
228556_9fba776d-eb15-496b-9c2d-f0f41c85f3ae.jpg,"Strong Muscular Male Back in Gym: Fitness, Bodybuilding, and Healthy Lifestyle","Strong Muscular Male Back in Gym: Fitness, Bodybuilding, and Healthy Lifestyle","muscular back, male back, strong back, fit back, athletic back, toned back, muscles, male physique, bodybuilding, fitness, strength, gym, workout, training, exercise, healthy, lifestyle, back view, torso, shoulders, lats, traps, deltoids, rhomboids, teres major, posture, health, wellness, well-being, human, anatomy, rear view, person, man, male, adult, young adult, dark skin, close-up, detail, shadow, dark, plain background, studio shot, indoor, determination, motivation, dedication, effort, discipline",13,2025-03-24
228558_daaf5e12-97a8-418b-8215-ab13100b6169.jpg,"Young Woman Practicing Yoga Outdoors, Finding Balance and Serenity in Nature","Young Woman Practicing Yoga Outdoors, Finding Balance and Serenity in Nature","yoga, woman, outdoors, pose, exercise, fitness, healthy, lifestyle, wellness, sport, nature, girl, young, training, balance, meditation, health, body, park, practice, stretch, peaceful, relaxation, active, strength, outfit, workout, female, person, grass, tree, model, slender, fit, beautiful, zen, calm, posture, sportswear, morning, serene, flexible, yogini, warrior pose, outdoor, mindfulness, well being, yoga mat, spiritual, sunlight",18,2025-03-24
228561_c87533de-4f51-47bc-917a-042718a652b3.jpg,Artisan Decorating a Chocolate Bar with Nuts and Details for Dessert,Artisan Decorating a Chocolate Bar with Nuts and Details for Dessert,"chocolate, dark chocolate, chocolate bar, artisan chocolate, gourmet chocolate, chocolate making, chocolate decoration, decorating, embellishing, chef, pastry chef, confectioner, dessert, sweet, food, food styling, cuisine, culinary, handmade, homemade, craft, crafting, artisanal, delicious, tasty, flavor, ingredient, cocoa, cacao, bean, nut, hazelnut, nuts, topping, sprinkles, nib, pin, tweezers, precise, precision, detail, close-up, macro, marble, surface, table, studio shot, still life, indoors, sweet food",7,2025-03-24
228562_feac9c66-8619-4494-b411-6986be672dd8.jpg,Strong Grip on Barbell for Intense Weightlifting Training at Gym,Strong Grip on Barbell for Intense Weightlifting Training at Gym,"weightlifting, weight lifter, weight training, bodybuilding, strength training, strength, powerlifting, exercise, workout, fitness, gym, athlete, muscle, muscular, strong, grip, hand, hands, barbell, weight, weights, equipment, training, sport, sports, body, human, person, male, man, lifestyle, indoors, indoor, close-up, close up, detail, gymnasium, recreation, recreational, well-being, healthy, health, intense, effort, determination, discipline, motivation, active, activity, arms",18,2025-03-24
228564_c9a75493-ab34-4d87-a539-71b9533ae000.jpg,Serene Woman Relaxing in Swimming Pool on Sunny Day,Serene Woman Relaxing in Swimming Pool on Sunny Day,"woman, female, girl, portrait, pool, swimming pool, water, summer, swim, relaxation, lifestyle, wellness, well-being, health, healthy, leisure, vacation, holiday, recreation, aquatic, fresh, refreshing, clear, clean, serene, tranquil, peaceful, tropical, sunlight, sun, daylight, shiny, bright, swimwear, bathing suit, beautiful, attractive, young, caucasian, looking at camera, face, head, shoulders, above view, personal care, skin, beauty, sunbathing, tan",13,2025-03-24
228567_400d6f49-e29e-4246-a543-8c762c7ede24.jpg,Muscular man weightlifting barbell in gym for fitness and bodybuilding workout.,Muscular man weightlifting barbell in gym for fitness and bodybuilding workout.,"man, weightlifting, weight lifter, bodybuilding, bodybuilder, gym, gymnasium, fitness, exercise, workout, strength training, muscle, muscular, back, torso, biceps, physique, athletic, athlete, healthy, lifestyle, wellness, well-being, barbell, weights, weight, equipment, training, lifting, strong, rear view, indoors, smoke, effort, determination, dedication, power, male, sport, sports, health, human, people, physical, activity, indoor, center, studio, toned",18,2025-03-24
228568_fb55e3c9-9507-4d3b-99e3-ce3cf6a96c1c.jpg,Close-up of a Muscular Male Torso with Defined Abdominal Muscles and Low Key Lighting,Close-up of a Muscular Male Torso with Defined Abdominal Muscles and Low Key Lighting,"male torso, male body, muscular torso, muscular body, man's physique, man's body, abs, abdominal muscles, six pack, six-pack abs, abdominal, muscle, muscles, torso, body, physique, fitness, wellness, health, healthy, strength, strong, gym, workout, exercise, bodybuilding, weightlifting, athletic, athlete, trained, training, well-being, lifestyle, sport, human, male, man, skin, chest, anatomy, abdomen, closeup, dark background, black background, studio shot, indoor, indoors, art, artistic, illustration",13,2025-03-24
